Dataset,NetworkType,c,Alternative,IsCandidate,IsUniqueOptimum,Welfare,SingletonSum,Surplus,SurplusPerNode,ImputationExists,Status,ImputationDiameter
Karate,Local,2.68754543124439,1,0,0,1200.26230849673,605.737691503268,594.524616993464,17.4860181468666,1,Nonempty,840.784776516827
Karate,Local,2.80970658721005,1,0,0,1197.77022091503,608.229779084967,589.540441830065,17.3394247597078,1,Nonempty,833.736088403505
Karate,Local,2.9318677431757,1,0,0,1195.27813333333,610.721866666667,584.556266666667,17.192831372549,1,Nonempty,826.687400290184
Karate,Local,3.05402889914135,1,0,0,1192.78604575163,613.213954248366,579.572091503268,17.0462379853902,1,Nonempty,819.638712176862
Karate,Local,3.17619005510701,1,0,0,1190.29395816993,615.706041830065,574.587916339869,16.8996445982314,1,Nonempty,812.59002406354
Karate,Local,3.29835121107266,1,0,0,1187.80187058824,618.198129411765,569.603741176471,16.7530512110727,1,Nonempty,805.541335950219
Karate,Local,3.42051236703832,1,0,0,1185.30978300654,620.690216993464,564.619566013072,16.6064578239139,1,Nonempty,798.492647836897
Karate,Local,3.54267352300397,1,0,0,1182.81769542484,623.182304575163,559.635390849673,16.4598644367551,1,Nonempty,791.443959723576
Karate,Local,3.66483467896963,1,0,0,1180.32560784314,625.674392156863,554.651215686274,16.3132710495963,1,Nonempty,784.395271610254
Karate,Local,3.78699583493528,1,0,0,1177.83352026144,628.166479738562,549.667040522876,16.1666776624375,1,Nonempty,777.346583496933
Karate,Local,3.90915699090093,1,0,0,1175.34143267974,630.658567320261,544.682865359477,16.0200842752787,1,Nonempty,770.297895383611
Karate,Local,4.03131814686659,1,0,0,1172.84934509804,633.150654901961,539.698690196078,15.87349088812,1,Nonempty,763.249207270289
Karate,Local,4.15347930283224,1,0,0,1170.35725751634,635.64274248366,534.71451503268,15.7268975009612,1,Nonempty,756.200519156968
Karate,Local,4.2756404587979,1,0,0,1167.86516993464,638.134830065359,529.730339869281,15.5803041138024,1,Nonempty,749.151831043646
Karate,Local,4.39780161476355,1,0,0,1165.37308235294,640.626917647059,524.746164705882,15.4337107266436,1,Nonempty,742.103142930325
Karate,Local,4.51996277072921,1,0,0,1162.88099477124,643.119005228758,519.761989542484,15.2871173394848,1,Nonempty,735.054454817003
Karate,Local,4.64212392669486,1,0,0,1160.38890718954,645.611092810458,514.777814379085,15.140523952326,1,Nonempty,728.005766703682
Karate,Local,4.76428508266051,1,0,0,1157.89681960784,648.103180392157,509.793639215686,14.9939305651672,1,Nonempty,720.95707859036
Karate,Local,4.88644623862617,1,0,0,1155.40473202614,650.595267973856,504.809464052288,14.8473371780085,1,Nonempty,713.908390477038
Karate,Local,5.00860739459182,1,0,0,1152.91264444444,653.087355555556,499.825288888889,14.7007437908497,1,Nonempty,706.859702363717
Karate,Local,5.13076855055748,1,0,0,1150.42055686275,655.579443137255,494.84111372549,14.5541504036909,1,Nonempty,699.811014250395
Karate,Local,5.25292970652313,1,0,0,1147.92846928105,658.071530718954,489.856938562091,14.4075570165321,1,Nonempty,692.762326137074
Karate,Local,5.37509086248879,1,0,0,1145.43638169935,660.563618300654,484.872763398693,14.2609636293733,1,Nonempty,685.713638023752
Karate,Local,5.49725201845444,1,0,0,1142.94429411765,663.055705882353,479.888588235294,14.1143702422145,1,Nonempty,678.664949910431
Karate,Local,5.61941317442009,1,0,0,1140.45220653595,665.547793464052,474.904413071895,13.9677768550557,1,Nonempty,671.616261797109
Karate,Local,5.74157433038575,1,0,0,1137.96011895425,668.039881045752,469.920237908497,13.821183467897,1,Nonempty,664.567573683787
Karate,Local,5.8637354863514,1,0,0,1135.46803137255,670.531968627451,464.936062745098,13.6745900807382,1,Nonempty,657.518885570466
Karate,Local,5.98589664231706,1,0,0,1132.97594379085,673.02405620915,459.951887581699,13.5279966935794,1,Nonempty,650.470197457144
Karate,Local,6.10805779828271,1,0,0,1130.48385620915,675.51614379085,454.967712418301,13.3814033064206,1,Nonempty,643.421509343823
Karate,Local,6.23021895424836,1,0,0,1127.99176862745,678.008231372549,449.983537254902,13.2348099192618,1,Nonempty,636.372821230501
Karate,Local,6.35238011021402,1,0,0,1125.49968104575,680.500318954248,444.999362091503,13.088216532103,1,Nonempty,629.32413311718
Karate,Local,6.47454126617967,1,0,0,1123.00759346405,682.992406535948,440.015186928105,12.9416231449443,1,Nonempty,622.275445003858
Karate,Local,6.59670242214533,1,0,0,1120.51550588235,685.484494117647,435.031011764706,12.7950297577855,1,Nonempty,615.226756890536
Karate,Local,6.71886357811098,1,0,0,1118.02341830065,687.976581699346,430.046836601307,12.6484363706267,1,Nonempty,608.178068777215
Karate,Local,6.84102473407664,1,0,0,1115.53133071895,690.468669281046,425.062661437908,12.5018429834679,1,Nonempty,601.129380663893
Karate,Local,6.96318589004229,1,0,0,1113.03924313725,692.960756862745,420.07848627451,12.3552495963091,1,Nonempty,594.080692550572
Karate,Local,7.08534704600794,1,0,0,1110.54715555556,695.452844444444,415.094311111111,12.2086562091503,1,Nonempty,587.03200443725
Karate,Local,7.18772786386532,1,0,0,1108.45858687126,697.541413128735,410.91717374253,12.0857992277215,1,Nonempty,581.124640118707
Karate,Local,7.18779974186274,1,0,0,1108.45712056012,697.542879439882,410.914241120235,12.0857129741246,1,Nonempty,581.120492764485
Karate,Local,7.18787161986016,1,0,0,1108.45565424897,697.54434575103,410.911308497941,12.0856267205277,1,Nonempty,581.116345410263
Karate,Local,7.2075082019736,1,0,0,1108.05506797386,697.944932026144,410.110135947712,12.0620628219915,1,Nonempty,579.983316323929
Karate,Local,7.32966935793925,1,0,0,1105.56298039216,700.437019607843,405.125960784314,11.9154694348328,1,Nonempty,572.934628210607
Karate,Local,7.35246907379743,1,0,0,1105.09786618865,700.90213381135,404.1957323773,11.8881097758029,1,Nonempty,571.619086581303
Karate,Local,7.35254259922343,1,0,0,1105.09636626996,700.90363373004,404.192732539919,11.8880215452917,1,Nonempty,571.614844170595
Karate,Local,7.35261612464942,1,0,0,1105.09486635127,700.90513364873,404.189732702539,11.8879333147806,1,Nonempty,571.610601759887
Karate,Local,7.45183051390491,1,0,0,1103.07089281046,702.929107189542,400.141785620915,11.768876047674,1,Nonempty,565.885940097285
Karate,Local,7.57399166987056,1,0,0,1100.57880522876,705.421194771242,395.157610457516,11.6222826605152,1,Nonempty,558.837251983964
Karate,Local,7.69615282583621,1,0,0,1098.08671764706,707.913282352941,390.173435294118,11.4756892733564,1,Nonempty,551.788563870642
Karate,Local,7.81831398180187,1,0,0,1095.59463006536,710.40536993464,385.189260130719,11.3290958861976,1,Nonempty,544.739875757321
Karate,Local,7.94047513776752,1,0,0,1093.10254248366,712.89745751634,380.20508496732,11.1825024990388,1,Nonempty,537.691187643999
Karate,Local,8.06263629373318,1,0,0,1090.61045490196,715.389545098039,375.220909803922,11.03590911188,1,Nonempty,530.642499530678
Karate,Local,8.18479744969883,1,0,0,1088.11836732026,717.881632679739,370.236734640523,10.8893157247213,1,Nonempty,523.593811417356
Karate,Local,8.28017384837035,1,0,0,1086.17268878736,719.827311212638,366.345377574725,10.7748640463154,1,Nonempty,518.090601478868
Karate,Local,8.28025665093686,1,0,0,1086.17099961501,719.829000384994,366.341999230011,10.7747646832356,1,Nonempty,518.085823777956
Karate,Local,8.28033945350337,1,0,0,1086.16931044265,719.830689557351,366.338620885298,10.7746653201558,1,Nonempty,518.081046077043
Karate,Local,8.29078597333203,1,0,0,1085.95620143814,720.043798561856,365.912402876288,10.7621294963614,1,Nonempty,517.478282788175
Karate,Local,8.29086888202085,1,0,0,1085.95451010089,720.045489899108,365.909020201784,10.7620300059348,1,Nonempty,517.473498964014
Karate,Local,8.29095179070968,1,0,0,1085.95281876364,720.04718123636,365.90563752728,10.7619305155082,1,Nonempty,517.468715139854
Karate,Local,8.30695860566449,1,0,0,1085.62627973856,720.373720261438,365.252559477124,10.7427223375625,1,Nonempty,516.545123304035
Karate,Local,8.35488870489337,1,0,0,1084.64850571429,721.351494285707,363.297011428586,10.6852062184878,1,Nonempty,513.779560731919
Karate,Local,8.35497225461592,1,0,0,1084.64680129995,721.353198700047,363.293602599906,10.6851059588208,1,Nonempty,513.774739920168
Karate,Local,8.35505580433847,1,0,0,1084.64509688561,721.354903114387,363.290193771226,10.6850056991537,1,Nonempty,513.769919108417
Karate,Local,8.42911976163014,1,0,0,1083.13419215686,722.865807843137,360.268384313725,10.5961289504037,1,Nonempty,509.496435190713
Karate,Local,8.52696458000834,1,0,0,1081.13815786195,724.861842138052,356.276315723895,10.4787151683499,1,Nonempty,503.850797649051
Karate,Local,8.52704985050684,1,0,0,1081.13641834378,724.863581656222,356.272836687556,10.4786128437516,1,Nonempty,503.845877548676
Karate,Local,8.52713512100535,1,0,0,1081.13467882561,724.865321174392,356.269357651217,10.4785105191534,1,Nonempty,503.840957448302
Karate,Local,8.55128091759579,1,0,0,1080.64210457516,725.357895424837,355.284209150327,10.4495355632449,1,Nonempty,502.447747077391
Karate,Local,8.63592962901206,1,0,0,1078.91527086227,727.084729137728,351.830541724543,10.3479571095454,1,Nonempty,497.563523763922
Karate,Local,8.63601598917196,1,0,0,1078.91350911501,727.08649088499,351.827018230019,10.3478534773535,1,Nonempty,497.55854079018
Karate,Local,8.63610234933185,1,0,0,1078.91174736775,727.088252632252,351.823494735496,10.3477498451616,1,Nonempty,497.553557816437
Karate,Local,8.67344207356145,1,0,0,1078.15001699346,727.849983006536,350.300033986928,10.3029421760861,1,Nonempty,495.39905896407
Karate,Local,8.73562312488827,1,0,0,1076.8815235464,729.118476453603,347.763047092794,10.2283249144939,1,Nonempty,491.811217690822
Karate,Local,8.73571048199309,1,0,0,1076.87974146146,729.120258538541,347.759482922917,10.2282200859682,1,Nonempty,491.806177193444
Karate,Local,8.73579783909791,1,0,0,1076.87795937652,729.12204062348,347.755918753041,10.2281152574424,1,Nonempty,491.801136696066
Karate,Local,8.78404674389113,1,0,0,1075.89368171874,730.106318281261,345.787363437477,10.1702165716905,1,Nonempty,489.017179070515
Karate,Local,8.78413458523698,1,0,0,1075.89188975528,730.108110244717,345.783779510566,10.1701111620755,1,Nonempty,489.012110632471
Karate,Local,8.78422242658283,1,0,0,1075.89009779183,730.109902208172,345.780195583656,10.1700057524605,1,Nonempty,489.007042194427
Karate,Local,8.7956032295271,1,0,0,1075.65792941176,730.342070588235,345.315858823529,10.1563487889273,1,Nonempty,488.350370850748
Karate,Local,8.89258698336861,1,0,0,1073.6794608334,732.320539166602,341.358921666796,10.0399682843175,1,Nonempty,482.754416658238
Karate,Local,8.89267591012771,1,0,0,1073.67764672751,732.322353272488,341.355293455024,10.0398615722066,1,Nonempty,482.749285591943
Karate,Local,8.89276483688682,1,0,0,1073.67583262163,732.324167378373,341.351665243253,10.0397548600957,1,Nonempty,482.744154525649
Karate,Local,8.90728441998734,1,0,0,1073.37963312638,732.620366873624,340.759266252752,10.0223313603751,1,Nonempty,481.906375838946
Karate,Local,8.90737349372227,1,0,0,1073.37781602218,732.622183977817,340.755632044366,10.0222244718931,1,Nonempty,481.901236292159
Karate,Local,8.90746256745721,1,0,0,1073.37599891799,732.624001082009,340.751997835981,10.0221175834112,1,Nonempty,481.896096745372
Karate,Local,8.91776438549276,1,0,0,1073.16584183007,732.834158169935,340.331683660131,10.0097554017685,1,Nonempty,481.301682737427
Karate,Local,8.95511651775248,1,0,0,1072.40385833197,733.596141668033,338.807716663934,9.96493284305688,1,Nonempty,479.146467942796
Karate,Local,8.95520606981318,1,0,0,1072.40203146993,733.597968530071,338.804062939858,9.96482538058405,1,Nonempty,479.141300796654
Karate,Local,8.95529562187387,1,0,0,1072.40020460789,733.599795392109,338.800409215781,9.96471791811121,1,Nonempty,479.136133650512
Karate,Local,8.95912126700135,1,0,0,1072.32216144729,733.67783855271,338.64432289458,9.96012714395824,1,Nonempty,478.915394258169
Karate,Local,8.95921085910994,1,0,0,1072.32033376827,733.679666231725,338.640667536549,9.96001963342793,1,Nonempty,478.910224801267
Karate,Local,8.95930045121853,1,0,0,1072.31850608926,733.68149391074,338.637012178519,9.95991212289762,1,Nonempty,478.905055344365
Karate,Local,8.96478404337901,1,0,0,1072.20664080919,733.793359190814,338.413281618371,9.95333181230504,1,Nonempty,478.588652551886
Karate,Local,8.96487369211594,1,0,0,1072.20481197495,733.795188025047,338.409623949905,9.95322423382073,1,Nonempty,478.583479827535
Karate,Local,8.96496334085286,1,0,0,1072.20298314072,733.797016859281,338.405966281439,9.95311665533643,1,Nonempty,478.578307103183
Karate,Local,8.9743146079736,1,0,0,1072.01221729146,733.987782708544,338.024434582912,9.94189513479154,1,Nonempty,478.038739800652
Karate,Local,8.97440435201712,1,0,0,1072.01038651297,733.989613487032,338.020773025937,9.94178744193932,1,Nonempty,478.033561577117
Karate,Local,8.97449409606064,1,0,0,1072.00855573448,733.991444265519,338.017111468961,9.94167974908709,1,Nonempty,478.028383353583
Karate,Local,8.97452490499112,1,0,0,1072.0079272323,733.992072767701,338.015854464597,9.94164277837051,1,Nonempty,478.026605680964
Karate,Local,8.97461465113763,1,0,0,1072.00609641091,733.99390358909,338.01219282182,9.9415350829947,1,Nonempty,478.021427336087
Karate,Local,8.97470439728414,1,0,0,1072.00426558952,733.995734410479,338.008531179042,9.94142738761889,1,Nonempty,478.016248991211
Karate,Local,8.98503224306695,1,0,0,1071.79357753555,734.206422464448,337.587155071103,9.92903397267951,1,Nonempty,477.420333184504
Karate,Local,8.9851220942879,1,0,0,1071.79174457064,734.208255429355,337.583489141289,9.92892615121438,1,Nonempty,477.415148776841
Karate,Local,8.98521194550884,1,0,0,1071.78991160574,734.210088394263,337.579823211474,9.92881832974925,1,Nonempty,477.409964369179
Karate,Local,8.98712433639839,1,0,0,1071.75089883159,734.249101168409,337.501797663181,9.92652346068179,1,Nonempty,477.299619580571
Karate,Local,8.98721420854047,1,0,0,1071.74906543989,734.250934560108,337.498130879784,9.92641561411129,1,Nonempty,477.29443396576
Karate,Local,8.98730408068256,1,0,0,1071.74723204819,734.252767951807,337.494464096387,9.92630776754079,1,Nonempty,477.28924835095
Karate,Local,8.98891529313116,1,0,0,1071.71436331424,734.285636685758,337.428726628484,9.92437431260247,1,Nonempty,477.196281532285
Karate,Local,8.98900518318299,1,0,0,1071.71252955718,734.287470442815,337.425059114369,9.92426644454027,1,Nonempty,477.191094884084
Karate,Local,8.98909507323483,1,0,0,1071.71069580013,734.289304199873,337.421391600254,9.92415857647807,1,Nonempty,477.185908235883
Karate,Local,8.9954967525962,1,0,0,1071.58010154116,734.419898458845,337.16020308231,9.91647656124441,1,Nonempty,476.81653189147
Karate,Local,8.99558670846329,1,0,0,1071.57826644147,734.421733558533,337.156532882933,9.91636861420391,1,Nonempty,476.811341445734
Karate,Local,8.99567666433037,1,0,0,1071.57643134178,734.423568658222,337.152862683556,9.91626066716341,1,Nonempty,476.806150999999
Karate,Local,8.99918957234718,1,0,0,1071.50476801824,734.495231981765,337.00953603647,9.91204517754324,1,Nonempty,476.603456511841
Karate,Local,8.99927956514283,1,0,0,1071.5029321652,734.497067834796,337.005864330408,9.91193718618846,1,Nonempty,476.59826393533
Karate,Local,8.99936955793848,1,0,0,1071.50109631217,734.498903687827,337.002192624345,9.91182919483368,1,Nonempty,476.593071358819
Karate,Local,9.00228395916643,1,0,0,1071.44164252712,734.558357472878,336.883285054245,9.90833191336014,1,Nonempty,476.424910660514
Karate,Local,9.00237398290626,1,0,0,1071.43980604283,734.56019395717,336.87961208566,9.90822388487234,1,Nonempty,476.419716298527
Karate,Local,9.00246400664609,1,0,0,1071.43796955854,734.562030441463,336.875939117075,9.90811585638455,1,Nonempty,476.41452193654
Karate,Local,9.00756352162496,1,0,0,1071.33393945297,734.666060547032,336.667878905937,9.9019964384099,1,Nonempty,476.120280364159
Karate,Local,9.00765359816094,1,0,0,1071.33210189163,734.667898108366,336.664203783269,9.90188834656673,1,Nonempty,476.115082955838
Karate,Local,9.00774367469692,1,0,0,1071.3302643303,734.6697356697,336.660528660601,9.90178025472355,1,Nonempty,476.109885547518
Karate,Local,9.0089671911551,1,0,0,1071.30530459455,734.694695405446,336.610609189107,9.90031203497374,1,Nonempty,476.039288753905
Karate,Local,9.00905728172791,1,0,0,1071.30346674687,734.696533253132,336.606933493736,9.90020392628636,1,Nonempty,476.03409053566
Karate,Local,9.00914737230073,1,0,0,1071.30162889918,734.698371100817,336.603257798365,9.90009581759898,1,Nonempty,476.028892317416
Karate,Local,9.01209135202732,1,0,0,1071.24157171276,734.75842828724,336.483143425521,9.89656304192708,1,Nonempty,475.859024942303
Karate,Local,9.01218147384205,1,0,0,1071.23973322774,734.76026677226,336.479466455479,9.89645489574939,1,Nonempty,475.853824921402
Karate,Local,9.01227159565679,1,0,0,1071.23789474272,734.762105257281,336.475789485438,9.89634674957171,1,Nonempty,475.848624900501
Karate,Local,9.01567605245605,1,0,0,1071.16844382401,734.831556175986,336.336887648028,9.8922614014126,1,Nonempty,475.652188038197
Karate,Local,9.01576621011815,1,0,0,1071.16660460771,734.833395392293,336.333209215415,9.89215321221807,1,Nonempty,475.646985948907
Karate,Local,9.01585636778025,1,0,0,1071.1647653914,734.8352346086,336.329530782801,9.89204502302355,1,Nonempty,475.641783859616
Karate,Local,9.01801077857193,1,0,0,1071.12081541125,734.87918458875,336.2416308225,9.88945973007354,1,Nonempty,475.517474543627
Karate,Local,9.01810095958153,1,0,0,1071.11897571865,734.881024281346,336.237951437309,9.88935151286202,1,Nonempty,475.512271107188
Karate,Local,9.01819114059112,1,0,0,1071.11713602606,734.882863973941,336.234272052117,9.88924329565051,1,Nonempty,475.507067670749
Karate,Local,9.03260374082072,1,0,0,1070.82311898137,735.176881018625,335.64623796275,9.87194817537499,1,Nonempty,474.675461886428
Karate,Local,9.0326940677614,1,0,0,1070.82127631178,735.178723688215,335.64255262357,9.87183978304618,1,Nonempty,474.670250029778
Karate,Local,9.03278439470208,1,0,0,1070.8194336422,735.180566357805,335.63886728439,9.87173139071736,1,Nonempty,474.665038173128
Karate,Local,9.03992554145841,1,0,0,1070.67375424837,735.326245751634,335.347508496732,9.86316201460976,1,Nonempty,474.252994624105
Karate,Local,9.04273982823953,1,0,0,1070.61634279803,735.383657201969,335.232685596062,9.85978487047242,1,Nonempty,474.090610520707
Karate,Local,9.0428302565421,1,0,0,1070.61449806066,735.385501939341,335.228996121317,9.85967635650934,1,Nonempty,474.085392815485
Karate,Local,9.04292068484467,1,0,0,1070.61265332329,735.387346676714,335.225306646573,9.85956784254626,1,Nonempty,474.080175110263
Karate,Local,9.04717499076328,1,0,0,1070.52586548255,735.474134517453,335.051730965093,9.85446267544392,1,Nonempty,473.834702027416
Karate,Local,9.04726546341791,1,0,0,1070.52401984039,735.475980159608,335.048039680784,9.85435410825836,1,Nonempty,473.829481763084
Karate,Local,9.04735593607255,1,0,0,1070.52217419824,735.477825801762,335.044348396475,9.8542455410728,1,Nonempty,473.824261498752
Karate,Local,9.10438556992821,1,0,0,1069.35876966758,736.641230332418,332.717539335164,9.78580998044601,1,Nonempty,470.533656567193
Karate,Local,9.10447661469435,1,0,0,1069.35691235435,736.643087645647,332.713824708705,9.78570072672663,1,Nonempty,470.528403292076
Karate,Local,9.1045676594605,1,0,0,1069.35505504112,736.644944958877,332.710110082247,9.78559147300725,1,Nonempty,470.523150016959
Karate,Local,9.11975038774126,1,0,0,1069.0453273842,736.954672615804,332.090654768392,9.76737219907034,1,Nonempty,469.647107910821
Karate,Local,9.11984158615712,1,0,0,1069.04346693651,736.956533063488,332.086933873025,9.76726276097131,1,Nonempty,469.641845770129
Karate,Local,9.11993278457298,1,0,0,1069.04160648883,736.958393511171,332.083212977657,9.76715332287228,1,Nonempty,469.636583629436
Karate,Local,9.14867403267506,1,0,0,1068.45528502755,737.544714972454,330.910570055093,9.73266382514978,1,Nonempty,467.978216104524
Karate,Local,9.14876552033027,1,0,0,1068.45341867938,737.54658132062,330.90683735876,9.73255403996354,1,Nonempty,467.972937274747
Karate,Local,9.14885700798547,1,0,0,1068.45155233121,737.548447668786,330.903104662428,9.7324442547773,1,Nonempty,467.96765844497
Karate,Local,9.15963967338747,1,0,0,1068.23158595701,737.768414042987,330.463171914027,9.7195050562949,1,Nonempty,467.345499585648
Karate,Local,9.15973127070017,1,0,0,1068.22971737183,737.770282628166,330.459434743668,9.71939513951965,1,Nonempty,467.340214428642
Karate,Local,9.15982286801288,1,0,0,1068.22784878665,737.772151213345,330.45569757331,9.7192852227444,1,Nonempty,467.334929271636
Karate,Local,9.16208669742407,1,0,0,1068.18166666667,737.818333333333,330.363333333333,9.71656862745098,1,Nonempty,467.204306510784
Karate,Local,9.16734097416254,1,0,0,1068.0744794212,737.925520578798,330.148958842403,9.7102634953648,1,Nonempty,466.901135198284
Karate,Local,9.16743264848903,1,0,0,1068.07260926494,737.927390735059,330.145218529883,9.71015348617302,1,Nonempty,466.895845597589
Karate,Local,9.16752432281551,1,0,0,1068.07073910868,737.929260891319,330.141478217362,9.71004347698124,1,Nonempty,466.890555996895
Karate,Local,9.28424785338972,1,0,0,1065.68957908497,740.310420915033,325.379158169935,9.56997524029219,1,Nonempty,460.155618397462
Karate,Local,9.40640900935537,1,0,0,1063.19749150327,742.802508496732,320.394983006536,9.42338185313341,1,Nonempty,453.10693028414
Karate,Local,9.52857016532103,1,0,0,1060.70540392157,745.294596078431,315.410807843137,9.27678846597462,1,Nonempty,446.058242170819
Karate,Local,9.60578959341049,1,0,0,1059.13012758854,746.869872411456,312.260255177087,9.18412515226727,1,Nonempty,441.60268786152
Karate,Local,9.60588565226701,1,0,0,1059.12816798787,746.871832012129,312.256335975741,9.18400988163945,1,Nonempty,441.597145273823
Karate,Local,9.60598171112353,1,0,0,1059.1262083872,746.873791612802,312.252416774395,9.18389461101162,1,Nonempty,441.591602686126
Karate,Local,9.6297043030257,1,0,0,1058.64226751239,747.357732487607,311.284535024787,9.15542750072902,1,Nonempty,440.222811189056
Karate,Local,9.62980060103171,1,0,0,1058.64030303307,747.359696966929,311.280606066141,9.1553119431218,1,Nonempty,440.217254802454
Karate,Local,9.62989689903772,1,0,0,1058.63833855375,747.361661446252,311.276677107496,9.15519638551459,1,Nonempty,440.211698415852
Karate,Local,9.64390235484305,1,0,0,1058.35262725532,747.647372744681,310.705254510639,9.13838983854819,1,Nonempty,439.403584829529
Karate,Local,9.643998794831,1,0,0,1058.35065987957,747.649340120435,310.70131975913,9.13827411056266,1,Nonempty,439.398020250582
Karate,Local,9.64409523481895,1,0,0,1058.34869250381,747.651307496189,310.697385007622,9.13815838257712,1,Nonempty,439.392455671634
Karate,Local,9.65073132128668,1,0,0,1058.21331633987,747.786683660131,310.426632679739,9.13019507881584,1,Nonempty,439.009554057497
Karate,Local,9.77289247725234,1,0,0,1055.72122875817,750.27877124183,305.44245751634,8.98360169165705,1,Nonempty,431.960865944176
Karate,Local,9.89505363321799,1,0,0,1053.22914117647,752.770858823529,300.458282352941,8.83700830449827,1,Nonempty,424.912177830854
Karate,Local,10.0172147891836,1,0,0,1050.73705359477,755.262946405229,295.474107189542,8.69041491733948,1,Nonempty,417.863489717533
Karate,Local,10.1393759451493,1,0,0,1048.24496601307,757.755033986928,290.489932026144,8.5438215301807,1,Nonempty,410.814801604211
Karate,Local,10.261537101115,1,0,0,1045.75287843137,760.247121568627,285.505756862745,8.39722814302191,1,Nonempty,403.766113490889
Karate,Local,10.3836982570806,1,0,0,1043.26079084967,762.739209150327,280.521581699346,8.25063475586313,1,Nonempty,396.717425377568
Karate,Local,10.4678283840112,1,0,0,1041.54453626029,764.455463739711,277.089072520577,8.1496786035464,1,Nonempty,391.863124343983
Karate,Local,10.4679330633418,1,0,0,1041.54240080194,764.457599198056,277.084801603888,8.14955298834964,1,Nonempty,391.857084355676
Karate,Local,10.4680377426725,1,0,0,1041.5402653436,764.459734656401,277.080530687198,8.14942737315288,1,Nonempty,391.85104436737
Karate,Local,10.5058594130463,1,0,0,1040.76870326797,765.231296732026,275.537406535948,8.10404136870434,1,Nonempty,389.668737264246
Karate,Local,10.6280205690119,1,0,0,1038.27661568627,767.723384313725,270.553231372549,7.95744798154556,1,Nonempty,382.620049150925
Karate,Local,10.7501817249776,1,0,0,1035.78452810457,770.215471895425,265.56905620915,7.81085459438677,1,Nonempty,375.571361037603
Karate,Local,10.8723428809432,1,0,0,1033.29244052288,772.707559477124,260.584881045752,7.66426120722799,1,Nonempty,368.522672924282
Karate,Local,10.9945040369089,1,0,0,1030.80035294118,775.199647058824,255.600705882353,7.5176678200692,1,Nonempty,361.47398481096
Karate,Local,11.1166651928745,1,0,0,1028.30826535948,777.691734640523,250.616530718954,7.37107443291042,1,Nonempty,354.425296697638
