Dataset,NetworkType,c,SurplusPerNode
Karate,Local,16.5083333333333,18.431753171857
Karate,Local,16.5666666666667,18.361753171857
Karate,Local,16.625,18.291753171857
Karate,Local,16.6833333333333,18.221753171857
Karate,Local,16.7416666666667,18.151753171857
Karate,Local,16.8,18.081753171857
Karate,Local,16.8583333333333,18.011753171857
Karate,Local,16.9166666666667,17.941753171857
Karate,Local,16.975,17.871753171857
Karate,Local,17.0333333333333,17.801753171857
Karate,Local,17.0916666666667,17.731753171857
Karate,Local,17.15,17.661753171857
Karate,Local,17.2083333333333,17.591753171857
Karate,Local,17.2666666666667,17.521753171857
Karate,Local,17.325,17.451753171857
Karate,Local,17.3833333333333,17.381753171857
Karate,Local,17.4416666666667,17.311753171857
Karate,Local,17.5,17.241753171857
Karate,Local,17.5583333333333,17.171753171857
Karate,Local,17.6166666666667,17.101753171857
Karate,Local,17.675,17.031753171857
Karate,Local,17.7333333333333,16.961753171857
Karate,Local,17.7916666666667,16.891753171857
Karate,Local,17.85,16.821753171857
Karate,Local,17.9083333333333,16.751753171857
Karate,Local,17.9666666666667,16.681753171857
Karate,Local,18.025,16.611753171857
Karate,Local,18.0833333333333,16.541753171857
Karate,Local,18.1416666666667,16.471753171857
Karate,Local,18.2,16.401753171857
Karate,Local,18.2583333333333,16.331753171857
Karate,Local,18.3166666666667,16.261753171857
Karate,Local,18.375,16.191753171857
Karate,Local,18.4333333333333,16.121753171857
Karate,Local,18.4916666666667,16.051753171857
Karate,Local,18.55,15.981753171857
Karate,Local,18.6083333333333,15.911753171857
Karate,Local,18.6666666666667,15.841753171857
Karate,Local,18.725,15.771753171857
Karate,Local,18.7833333333333,15.701753171857
Karate,Local,18.8416666666667,15.631753171857
Karate,Local,18.9,15.561753171857
Karate,Local,18.9583333333333,15.491753171857
Karate,Local,19.0166666666667,15.421753171857
Karate,Local,19.075,15.351753171857
Karate,Local,19.1333333333333,15.281753171857
Karate,Local,19.1916666666667,15.211753171857
Karate,Local,19.25,15.141753171857
Karate,Local,19.3083333333333,15.071753171857
Karate,Local,19.3666666666667,15.001753171857
Karate,Local,19.425,14.931753171857
Karate,Local,19.4833333333333,14.861753171857
Karate,Local,19.5416666666667,14.791753171857
Karate,Local,19.6,14.721753171857
Karate,Local,19.6583333333333,14.651753171857
Karate,Local,19.7166666666667,14.581753171857
Karate,Local,19.775,14.511753171857
Karate,Local,19.8333333333333,14.441753171857
Karate,Local,19.8916666666667,14.371753171857
Karate,Local,19.95,14.301753171857
Karate,Local,20.0083333333333,14.231753171857
Karate,Local,20.0666666666667,14.161753171857
Karate,Local,20.125,14.091753171857
Karate,Local,20.1833333333333,14.021753171857
Karate,Local,20.2416666666667,13.951753171857
Karate,Local,20.3,13.881753171857
Karate,Local,20.3583333333333,13.811753171857
Karate,Local,20.4166666666667,13.741753171857
Karate,Local,20.475,13.671753171857
Karate,Local,20.5333333333333,13.601753171857
Karate,Local,20.5916666666667,13.531753171857
Karate,Local,20.65,13.461753171857
Karate,Local,20.7083333333333,13.391753171857
Karate,Local,20.7666666666667,13.321753171857
Karate,Local,20.825,13.251753171857
Karate,Local,20.8833333333333,13.181753171857
Karate,Local,20.9416666666667,13.111753171857
Karate,Local,21,13.041753171857
Karate,Local,21.0583333333333,12.971753171857
Karate,Local,21.1166666666667,12.901753171857
Karate,Local,21.175,12.831753171857
Karate,Local,21.2333333333333,12.761753171857
Karate,Local,21.2916666666667,12.691753171857
Karate,Local,21.35,12.621753171857
Karate,Local,21.4083333333333,12.551753171857
Karate,Local,21.4666666666667,12.481753171857
Karate,Local,21.525,12.411753171857
Karate,Local,21.5833333333333,12.341753171857
Karate,Local,21.6416666666667,12.271753171857
Karate,Local,21.7,12.201753171857
Karate,Local,21.7583333333333,12.131753171857
Karate,Local,21.8166666666667,12.061753171857
Karate,Local,21.875,11.991753171857
Karate,Local,21.9333333333333,11.921753171857
Karate,Local,21.9916666666667,11.851753171857
Karate,Local,22.05,11.781753171857
Karate,Local,22.1083333333333,11.711753171857
Karate,Local,22.1666666666667,11.641753171857
Karate,Local,22.225,11.571753171857
Karate,Local,22.2833333333333,11.501753171857
Karate,Local,22.3416666666667,11.431753171857
Karate,Local,22.4,11.361753171857
Karate,Local,22.4583333333333,11.291753171857
Karate,Local,22.5166666666667,11.221753171857
Karate,Local,22.575,11.151753171857
Karate,Local,22.6333333333333,11.081753171857
Karate,Local,22.6916666666667,11.011753171857
Karate,Local,22.75,10.941753171857
Karate,Local,22.8083333333333,10.871753171857
Karate,Local,22.8666666666667,10.801753171857
Karate,Local,22.925,10.731753171857
Karate,Local,22.9833333333333,10.661753171857
Karate,Local,23.0416666666667,10.591753171857
Karate,Local,23.1,10.521753171857
Karate,Local,23.1583333333333,10.451753171857
Karate,Local,23.2166666666667,10.381753171857
Karate,Local,23.275,10.311753171857
Karate,Local,23.3333333333333,10.241753171857
Karate,Local,23.3916666666667,10.171753171857
Karate,Local,23.45,10.101753171857
Karate,Local,23.5083333333333,10.031753171857
Karate,Local,23.5666666666667,9.96175317185698
Karate,Local,23.625,9.89175317185698
Karate,Local,23.6833333333333,9.82175317185698
Karate,Local,23.7416666666667,9.75175317185698
Karate,Local,23.8,9.68175317185698
Karate,Local,23.8583333333333,9.61175317185698
Karate,Local,23.9166666666667,9.54175317185698
Karate,Local,23.975,9.47175317185698
Karate,Local,24.0333333333333,9.40175317185698
Karate,Local,24.0916666666667,9.33175317185698
Karate,Local,24.15,9.26175317185698
Karate,Local,24.2083333333333,9.19175317185698
Karate,Local,24.2666666666667,9.12175317185698
Karate,Local,24.325,9.05175317185698
Karate,Local,24.3833333333333,8.98175317185698
Karate,Local,24.4416666666667,8.91175317185698
Karate,Local,24.5,8.84175317185698
Karate,Local,24.5583333333333,8.77175317185698
Karate,Local,24.6166666666667,8.70175317185697
Karate,Local,24.675,8.63175317185697
Karate,Local,24.7333333333333,8.56175317185698
Karate,Local,24.7916666666667,8.49175317185698
Karate,Local,24.85,8.42175317185698
Karate,Local,24.9083333333333,8.35175317185698
Karate,Local,24.9666666666667,8.28175317185698
Karate,Local,25.025,8.21175317185698
Karate,Local,25.0833333333333,8.14175317185698
Karate,Local,25.1416666666667,8.07175317185698
Karate,Local,25.2,8.00175317185698
Karate,Local,25.2583333333333,7.93175317185698
Karate,Local,25.3166666666667,7.86175317185698
Karate,Local,25.375,7.79175317185698
Karate,Local,25.4333333333333,7.72175317185698
Karate,Local,25.4916666666667,7.65175317185697
Karate,Local,25.55,7.58175317185698
Karate,Local,25.6083333333333,7.51175317185697
Karate,Local,25.6666666666667,7.44175317185698
Karate,Local,25.725,7.37175317185697
Karate,Local,25.7833333333333,7.30175317185698
Karate,Local,25.8416666666667,7.23175317185698
Karate,Local,25.9,7.16175317185698
Karate,Local,25.9583333333333,7.09175317185698
Karate,Local,26.0166666666667,7.02175317185698
Karate,Local,26.075,6.95175317185697
Karate,Local,26.1333333333333,6.88175317185698
Karate,Local,26.1916666666667,6.81175317185698
Karate,Local,26.25,6.74175317185698
Karate,Local,26.3083333333333,6.67175317185698
Karate,Local,26.3666666666667,6.60175317185698
Karate,Local,26.425,6.53175317185698
Karate,Local,26.4833333333333,6.46175317185697
Karate,Local,26.5416666666667,6.39175317185698
Karate,Local,26.6,6.32175317185697
Karate,Local,26.6583333333333,6.25175317185698
Karate,Local,26.7166666666667,6.18175317185698
Karate,Local,26.775,6.11175317185698
Karate,Local,26.8333333333333,6.04175317185698
Karate,Local,26.8916666666667,5.97175317185698
Karate,Local,26.95,5.90175317185698
Karate,Local,27.0083333333333,5.83175317185698
Karate,Local,27.0666666666667,5.76175317185697
Karate,Local,27.125,5.69175317185698
Karate,Local,27.1833333333333,5.62175317185697
Karate,Local,27.2416666666667,5.55175317185698
Karate,Local,27.3,5.48175317185697
Karate,Local,27.3583333333333,5.41175317185698
Karate,Local,27.4166666666667,5.34175317185697
Karate,Local,27.475,5.27175317185697
Karate,Local,27.5333333333333,5.20175317185697
Karate,Local,27.5916666666667,5.13175317185698
Karate,Local,27.65,5.06175317185698
Karate,Local,27.7083333333333,4.99175317185698
Karate,Local,27.7666666666667,4.92175317185698
Karate,Local,27.825,4.85175317185698
Karate,Local,27.8833333333333,4.78175317185698
Karate,Local,27.9416666666667,4.71175317185698
Karate,Local,28,4.64175317185698
Karate,Local,28.0583333333333,4.57175317185697
Karate,Local,28.1166666666667,4.50175317185698
Karate,Local,28.175,4.43175317185697
Karate,Local,28.2333333333333,4.36175317185698
Karate,Local,28.2916666666667,4.29175317185697
Karate,Local,28.35,4.22175317185698
Karate,Local,28.4083333333333,4.15175317185697
Karate,Local,28.4666666666667,4.08175317185698
Karate,Local,28.525,4.01175317185698
Karate,Local,28.5833333333333,3.94175317185698
Karate,Local,28.6416666666667,3.87175317185697
Karate,Local,28.7,3.80175317185698
Karate,Local,28.7583333333333,3.73175317185697
Karate,Local,28.8166666666667,3.66175317185698
Karate,Local,28.875,3.59175317185698
Karate,Local,28.9333333333333,3.52175317185698
Karate,Local,28.9916666666667,3.45175317185697
Karate,Local,29.05,3.38175317185697
Karate,Local,29.1083333333333,3.31175317185698
Karate,Local,29.1666666666667,3.24175317185697
Karate,Local,29.225,3.17175317185698
Karate,Local,29.2833333333333,3.10175317185697
Karate,Local,29.3416666666667,3.03175317185698
Karate,Local,29.4,2.96175317185698
Karate,Local,29.4583333333333,2.89175317185698
Karate,Local,29.5166666666667,2.82175317185698
Karate,Local,29.575,2.75175317185698
Karate,Local,29.6333333333333,2.68175317185697
Karate,Local,29.6916666666667,2.61175317185698
Karate,Local,29.75,2.54175317185697
Karate,Local,29.8083333333333,2.47175317185698
Karate,Local,29.8666666666667,2.40175317185697
Karate,Local,29.925,2.33175317185698
Karate,Local,29.9833333333333,2.26175317185697
Karate,Local,30.0416666666667,2.19175317185697
Karate,Local,30.1,2.12175317185697
Karate,Local,30.1583333333333,2.05175317185697
Karate,Local,30.2166666666667,1.98175317185697
Karate,Local,30.275,1.91175317185698
Karate,Local,30.3333333333333,1.84175317185697
Karate,Local,30.3916666666667,1.77175317185698
Karate,Local,30.45,1.70175317185698
Karate,Local,30.5083333333333,1.63175317185698
Karate,Local,30.5666666666667,1.56175317185698
Karate,Local,30.625,1.49175317185697
Karate,Local,30.6833333333333,1.42175317185698
Karate,Local,30.7416666666667,1.35175317185697
Karate,Local,30.8,1.28175317185698
Karate,Local,30.8583333333333,1.21175317185697
Karate,Local,30.9166666666667,1.14175317185698
Karate,Local,30.975,1.07175317185697
Karate,Local,31.0333333333333,1.00175317185698
Karate,Local,31.0916666666667,0.93175317185698
Karate,Local,31.15,0.861753171856977
Karate,Local,31.2083333333333,0.791753171856974
Karate,Local,31.2666666666667,0.721753171856977
Karate,Local,31.325,0.651753171856974
Karate,Local,31.3833333333333,0.581753171856977
Karate,Local,31.4416666666667,0.511753171856974
Karate,Local,31.5,0.441753171856978
Karate,Local,31.5583333333333,0.371753171856974
Karate,Local,31.6166666666667,0.301753171856971
Karate,Local,31.675,0.231753171856975
Karate,Local,31.7333333333333,0.161753171856971
Karate,Local,31.7916666666667,0.0917531718569749
Karate,Local,31.85,0.0217531718569717
Karate,Local,31.8681276432141,0
Karate,Local,31.9083333333333,-0.0482468281430248
Karate,Local,31.9666666666667,-0.118246828143021
Karate,Local,32.025,-0.188246828143025
Karate,Local,32.0833333333333,-0.258246828143028
Karate,Local,32.1416666666667,-0.328246828143024
Karate,Local,32.2,-0.398246828143028
Karate,Local,32.2583333333333,-0.468246828143024
Karate,Local,32.3166666666667,-0.538246828143027
Karate,Local,32.375,-0.608246828143024
Karate,Local,32.4333333333333,-0.67824682814302
Karate,Local,32.4916666666667,-0.748246828143023
Karate,Local,32.55,-0.81824682814302
Karate,Local,32.6083333333333,-0.888246828143023
Karate,Local,32.6666666666667,-0.95824682814302
Karate,Local,32.725,-1.02824682814303
Karate,Local,32.7833333333333,-1.09824682814303
Karate,Local,32.8416666666667,-1.16824682814303
Karate,Local,32.9,-1.23824682814303
Karate,Local,32.9583333333333,-1.30824682814303
Karate,Local,33.0166666666667,-1.37824682814303
Karate,Local,33.075,-1.44824682814303
Karate,Local,33.1333333333333,-1.51824682814303
Karate,Local,33.1916666666667,-1.58824682814303
Karate,Local,33.25,-1.65824682814303
Karate,Local,33.3083333333333,-1.72824682814302
Karate,Local,33.3666666666667,-1.79824682814302
Karate,Local,33.425,-1.86824682814302
Karate,Local,33.4833333333333,-1.93824682814302
Karate,Local,33.5416666666667,-2.00824682814302
Karate,Local,33.6,-2.07824682814302
Karate,Local,33.6583333333333,-2.14824682814302
Karate,Local,33.7166666666667,-2.21824682814303
Karate,Local,33.775,-2.28824682814303
Karate,Local,33.8333333333333,-2.35824682814303
Karate,Local,33.8916666666667,-2.42824682814303
Karate,Local,33.95,-2.49824682814303
Karate,Local,34.0083333333333,-2.56824682814303
Karate,Local,34.0666666666667,-2.63824682814303
Karate,Local,34.125,-2.70824682814303
Karate,Local,34.1833333333333,-2.77824682814302
Karate,Local,34.2416666666667,-2.84824682814303
Karate,Local,34.3,-2.91824682814302
Karate,Local,34.3583333333333,-2.98824682814303
Karate,Local,34.4166666666667,-3.05824682814302
Karate,Local,34.475,-3.12824682814303
Karate,Local,34.5333333333333,-3.19824682814302
Karate,Local,34.5916666666667,-3.26824682814303
Karate,Local,34.65,-3.33824682814302
Karate,Local,34.7083333333333,-3.40824682814303
Karate,Local,34.7666666666667,-3.47824682814302
Karate,Local,34.825,-3.54824682814303
Karate,Local,34.8833333333333,-3.61824682814303
Karate,Local,34.9416666666667,-3.68824682814303
Karate,Local,35,-3.75824682814303
PolBK,Local,0,31.2209532317234
PolBK,Local,0.0583333333333333,31.1509532317234
PolBK,Local,0.116666666666667,31.0809532317234
PolBK,Local,0.175,31.0109532317234
PolBK,Local,0.233333333333333,30.9409532317234
PolBK,Local,0.291666666666667,30.8709532317234
PolBK,Local,0.35,30.8009532317234
PolBK,Local,0.408333333333333,30.7309532317234
PolBK,Local,0.466666666666667,30.6609532317234
PolBK,Local,0.525,30.5909532317234
PolBK,Local,0.583333333333333,30.5209532317234
PolBK,Local,0.641666666666667,30.4509532317234
PolBK,Local,0.7,30.3809532317234
PolBK,Local,0.758333333333333,30.3109532317234
PolBK,Local,0.816666666666667,30.2409532317234
PolBK,Local,0.875,30.1709532317234
PolBK,Local,0.933333333333333,30.1009532317234
PolBK,Local,0.991666666666667,30.0309532317234
PolBK,Local,1.05,29.9609532317234
PolBK,Local,1.10833333333333,29.8909532317234
PolBK,Local,1.16666666666667,29.8209532317234
PolBK,Local,1.225,29.7509532317234
PolBK,Local,1.28333333333333,29.6809532317234
PolBK,Local,1.34166666666667,29.6109532317234
PolBK,Local,1.4,29.5409532317234
PolBK,Local,1.45833333333333,29.4709532317234
PolBK,Local,1.51666666666667,29.4009532317234
PolBK,Local,1.575,29.3309532317234
PolBK,Local,1.63333333333333,29.2609532317234
PolBK,Local,1.69166666666667,29.1909532317234
PolBK,Local,1.75,29.1209532317234
PolBK,Local,1.80833333333333,29.0509532317234
PolBK,Local,1.86666666666667,28.9809532317234
PolBK,Local,1.925,28.9109532317234
PolBK,Local,1.98333333333333,28.8409532317234
PolBK,Local,2.04166666666667,28.7709532317234
PolBK,Local,2.1,28.7009532317234
PolBK,Local,2.15833333333333,28.6309532317234
PolBK,Local,2.21666666666667,28.5609532317234
PolBK,Local,2.275,28.4909532317234
PolBK,Local,2.33333333333333,28.4209532317234
PolBK,Local,2.39166666666667,28.3509532317234
PolBK,Local,2.45,28.2809532317234
PolBK,Local,2.50833333333333,28.2109532317234
PolBK,Local,2.56666666666667,28.1409532317234
PolBK,Local,2.625,28.0709532317234
PolBK,Local,2.68333333333333,28.0009532317234
PolBK,Local,2.74166666666667,27.9309532317234
PolBK,Local,2.8,27.8609532317234
PolBK,Local,2.85833333333333,27.7909532317234
PolBK,Local,2.91666666666667,27.7209532317234
PolBK,Local,2.975,27.6509532317234
PolBK,Local,3.03333333333333,27.5809532317234
PolBK,Local,3.09166666666667,27.5109532317234
PolBK,Local,3.15,27.4409532317234
PolBK,Local,3.20833333333333,27.3709532317234
